1,1,-13.085759
2,2,-13.085759
3,3,-14.761392
4,4,-6.535948
5,5,-15.695099
1,2,5.602241
1,5,7.483518
2,3,7.483518
3,4,2.801120
3,5,4.476753
4,5,3.734827
2,1,5.602241
5,1,7.483518
3,2,7.483518
4,3,2.801120
5,3,4.476753
5,4,3.734827
